aX,aY,aZ,gX,gY,gZ
0.818,-0.500,-0.187,3.601,-4.944,-2.869
0.816,-0.500,-0.182,2.563,-6.042,-2.441
0.829,-0.502,-0.163,0.427,-5.676,-0.854
0.840,-0.504,-0.132,-1.526,-4.089,0.854
0.843,-0.500,-0.128,-2.075,-2.136,2.136
0.845,-0.499,-0.138,-1.160,-0.183,2.319
0.854,-0.497,-0.150,-0.366,0.488,2.197
0.853,-0.492,-0.152,-0.366,0.671,2.563
0.853,-0.501,-0.142,-0.977,0.244,2.625
0.859,-0.504,-0.139,-1.221,-0.732,2.197
0.852,-0.500,-0.129,-0.122,-1.831,1.953
0.859,-0.504,-0.136,-0.122,-2.808,0.610
0.851,-0.505,-0.137,-0.061,-3.540,-0.549
0.850,-0.503,-0.130,0.305,-4.211,-0.977
0.869,-0.507,-0.121,0.977,-4.761,-1.892
0.868,-0.510,-0.109,1.465,-4.211,-2.136
0.857,-0.513,-0.111,1.221,-3.113,-2.075
0.852,-0.516,-0.115,1.953,-2.197,-2.258
0.850,-0.520,-0.111,2.991,-1.465,-1.709
0.849,-0.514,-0.115,2.930,-0.610,-0.671
0.837,-0.511,-0.128,3.235,0.000,-0.183
0.827,-0.520,-0.138,3.601,0.000,-0.305
0.813,-0.516,-0.155,3.601,-0.366,0.427
0.823,-0.510,-0.165,3.601,-0.916,1.038
0.833,-0.507,-0.159,3.479,-0.732,2.258
0.839,-0.501,-0.154,1.587,0.000,3.967
0.851,-0.494,-0.145,0.061,0.305,5.127
0.859,-0.491,-0.132,0.061,0.061,5.371
0.865,-0.493,-0.128,0.427,0.061,4.822
0.859,-0.490,-0.135,1.282,-0.061,4.028
0.850,-0.488,-0.146,2.869,-0.610,3.052
0.853,-0.484,-0.156,3.784,-1.221,2.075
0.866,-0.477,-0.153,3.967,-1.709,1.709
0.868,-0.481,-0.142,2.869,-1.465,1.709
0.864,-0.472,-0.139,1.770,-1.526,1.648

1.932,-0.119,0.712,3.479,-51.758,-31.067
1.987,-0.047,0.728,3.479,-34.058,-31.860
2.093,0.020,0.751,7.874,-16.113,-37.354
2.143,0.090,0.751,8.484,2.136,-43.274
2.180,0.167,0.748,1.892,23.315,-47.180
2.175,0.236,0.754,-7.019,44.983,-50.232
2.242,0.262,0.803,-15.747,66.162,-53.650
2.208,0.327,0.798,-23.682,84.778,-56.702
2.278,0.377,0.801,-28.992,103.210,-63.538
2.180,0.427,0.751,-34.729,115.417,-72.144
2.142,0.454,0.713,-42.664,128.174,-82.886
2.057,0.561,0.626,-47.974,140.991,-97.534
2.063,0.405,0.724,-45.837,148.987,-113.037
1.834,0.420,0.654,-57.922,140.930,-117.249
1.643,0.392,0.575,-71.411,139.832,-124.268
1.472,0.245,0.675,-69.275,139.954,-135.742
1.313,0.116,0.708,-63.538,136.658,-144.531
1.181,0.041,0.691,-54.199,142.090,-147.583
1.045,-0.039,0.642,-49.133,148.376,-147.217
0.979,-0.077,0.580,-50.171,157.166,-140.381
0.922,-0.128,0.549,-56.885,166.809,-130.981
0.839,-0.214,0.545,-66.528,173.767,-124.878
0.743,-0.289,0.564,-72.754,177.307,-119.263
0.671,-0.351,0.559,-71.533,178.101,-116.089
0.540,-0.427,0.519,-66.040,176.758,-116.333
0.382,-0.483,0.452,-62.012,175.110,-114.563
0.276,-0.542,0.404,-59.326,170.532,-110.168
0.184,-0.615,0.358,-57.190,160.522,-106.384
0.148,-0.674,0.309,-55.420,147.034,-101.929
0.099,-0.708,0.281,-54.260,134.094,-94.666
0.060,-0.729,0.222,-53.894,124.207,-86.975
-0.014,-0.757,0.231,-55.420,118.896,-77.087
-0.020,-0.786,0.279,-56.641,118.896,-64.148
-0.012,-0.778,0.253,-51.392,121.887,-52.002
0.000,-0.767,0.162,-46.082,125.122,-41.199
-0.022,-0.742,0.064,-45.715,123.962,-31.921
0.004,-0.724,-0.001,-46.021,113.892,-25.940
0.044,-0.680,-0.056,-43.213,94.421,-24.292
0.084,-0.641,-0.098,-37.292,70.313,-26.428
0.114,-0.622,-0.100,-33.325,48.645,-28.198
0.156,-0.642,-0.021,-32.104,33.447,-26.489
0.234,-0.650,0.020,-28.748,26.855,-21.973
0.295,-0.643,0.023,-21.667,26.428,-16.357
0.327,-0.622,-0.003,-14.954,26.978,-11.780
0.362,-0.604,-0.036,-13.123,26.123,-7.385
0.392,-0.581,-0.066,-14.832,23.132,-3.296
0.430,-0.574,-0.088,-17.151,18.616,-0.916
0.453,-0.566,-0.104,-19.592,13.611,0.793
0.468,-0.577,-0.105,-22.705,9.460,2.869
0.473,-0.571,-0.093,-25.574,9.399,7.935
0.507,-0.567,-0.064,-27.832,11.841,14.404
0.560,-0.556,-0.032,-28.015,15.320,20.081
0.594,-0.552,-0.004,-26.611,17.944,23.804
0.625,-0.542,-0.010,-23.804,18.066,24.719
0.652,-0.531,-0.037,-19.470,14.954,22.522
0.668,-0.521,-0.069,-15.686,10.803,19.470
0.680,-0.499,-0.094,-13.245,5.737,17.090
0.713,-0.490,-0.084,-11.902,1.465,15.625
0.751,-0.497,-0.056,-12.024,0.000,14.771
0.784,-0.500,-0.044,-12.756,0.183,14.526
0.798,-0.508,-0.040,-12.268,1.343,14.343
0.820,-0.523,-0.029,-10.742,2.441,13.306
0.819,-0.513,-0.028,-8.240,3.357,12.146
0.817,-0.506,-0.029,-4.700,3.662,10.071
0.824,-0.503,-0.044,-1.526,3.967,7.019
0.814,-0.501,-0.052,0.183,3.906,5.432
0.817,-0.502,-0.062,0.732,3.235,3.540
0.830,-0.505,-0.072,2.747,1.648,1.709
0.834,-0.513,-0.095,4.883,1.160,0.305
0.819,-0.529,-0.128,5.371,1.099,-0.549
0.805,-0.534,-0.151,5.615,0.000,-0.549
0.808,-0.521,-0.170,7.263,-1.648,-0.244
0.832,-0.504,-0.176,8.118,-2.075,1.160
0.833,-0.493,-0.177,4.944,-0.916,4.028
0.846,-0.489,-0.166,1.221,0.000,6.226
0.865,-0.494,-0.151,0.671,-0.061,6.592
0.876,-0.501,-0.133,2.380,-1.404,5.676
0.878,-0.501,-0.128,3.479,-1.648,4.883
0.870,-0.497,-0.133,4.150,-0.977,4.639
0.861,-0.497,-0.140,3.967,-0.061,4.395
0.835,-0.500,-0.148,3.174,0.183,4.456
0.820,-0.500,-0.155,2.441,-0.671,4.578
0.835,-0.505,-0.141,3.296,-2.563,4.395
0.855,-0.513,-0.114,3.235,-3.784,4.883
0.860,-0.509,-0.099,2.502,-3.479,6.531
0.865,-0.501,-0.096,2.625,-2.747,7.690
0.870,-0.484,-0.094,3.479,-2.686,7.324
0.891,-0.477,-0.088,4.456,-2.686,5.676
0.897,-0.474,-0.087,4.883,-1.343,4.333
0.879,-0.482,-0.096,3.723,0.549,4.028
0.861,-0.490,-0.113,2.136,1.221,3.662
0.848,-0.496,-0.121,2.686,0.427,3.540
0.833,-0.501,-0.112,2.991,-1.099,2.930
0.828,-0.500,-0.114,3.357,-3.235,2.441
0.827,-0.494,-0.114,4.639,-4.822,1.831
0.822,-0.493,-0.112,5.066,-5.859,1.526
0.827,-0.494,-0.107,4.028,-5.920,1.953
0.826,-0.501,-0.096,2.991,-4.700,2.686
0.828,-0.504,-0.094,2.930,-3.784,3.479
0.832,-0.505,-0.098,4.028,-3.967,3.479
0.836,-0.498,-0.101,5.188,-4.761,3.418
0.843,-0.482,-0.101,5.737,-5.127,3.418
0.852,-0.477,-0.101,5.371,-4.517,3.662
0.844,-0.479,-0.109,3.723,-3.906,4.089
0.846,-0.479,-0.114,3.235,-3.845,4.333
0.854,-0.482,-0.102,3.540,-3.296,5.310
0.863,-0.490,-0.090,1.404,-2.075,7.141
0.865,-0.486,-0.080,-0.732,-0.671,8.972
0.865,-0.480,-0.073,0.305,-0.305,9.705
0.876,-0.474,-0.071,2.014,-0.854,9.338
0.886,-0.473,-0.067,2.930,-1.343,9.094
0.890,-0.473,-0.074,2.319,-1.404,8.789
0.887,-0.478,-0.084,2.625,-1.709,7.690
0.890,-0.476,-0.089,3.052,-1.953,7.263
0.889,-0.472,-0.099,2.991,-2.686,6.409
0.885,-0.477,-0.094,3.845,-3.174,5.432
0.884,-0.478,-0.091,4.028,-3.113,5.371
0.885,-0.481,-0.089,4.272,-3.296,5.554
0.891,-0.486,-0.088,4.944,-3.052,6.348

2.019,0.177,0.515,15.991,-50.842,-39.795
2.029,0.199,0.593,6.958,-26.855,-39.978
2.040,0.191,0.632,2.625,-3.296,-45.227
2.000,0.206,0.582,0.854,16.235,-51.880
1.959,0.202,0.528,1.587,31.921,-58.960
1.910,0.211,0.501,0.610,43.335,-63.843
1.876,0.247,0.453,-3.113,50.476,-68.359
1.839,0.270,0.422,-5.310,54.932,-74.646
1.846,0.314,0.411,-10.376,57.251,-80.139
1.729,0.344,0.349,-20.203,57.617,-83.862
1.747,0.329,0.411,-28.687,63.599,-89.844
1.624,0.245,0.511,-35.034,62.866,-96.619
1.575,0.214,0.552,-37.964,67.749,-98.938
1.477,0.184,0.553,-34.912,72.632,-104.126
1.394,0.126,0.558,-29.419,74.036,-111.450
1.275,0.092,0.530,-26.184,76.172,-115.112
1.204,0.054,0.477,-25.024,77.942,-117.249
1.144,-0.000,0.425,-24.902,79.895,-118.896
1.086,-0.054,0.371,-27.405,82.825,-118.164
1.016,-0.082,0.305,-32.959,87.830,-114.868
0.974,-0.108,0.279,-39.429,94.177,-108.398
0.938,-0.143,0.301,-46.997,101.074,-100.769
0.916,-0.182,0.335,-52.429,106.934,-93.018
0.902,-0.227,0.432,-50.903,110.046,-87.952
0.857,-0.276,0.481,-45.044,107.910,-86.487
0.807,-0.303,0.445,-36.438,102.295,-88.135
0.768,-0.311,0.353,-26.794,96.558,-90.698
0.728,-0.297,0.258,-22.217,92.651,-91.614
0.716,-0.283,0.171,-27.893,93.750,-88.623
0.696,-0.301,0.139,-41.016,98.206,-81.970
0.677,-0.342,0.172,-57.373,105.591,-71.960
0.627,-0.395,0.239,-71.411,110.657,-61.646
0.596,-0.460,0.323,-74.829,112.915,-54.077
0.589,-0.469,0.335,-67.322,114.380,-48.523
0.549,-0.444,0.307,-55.420,113.464,-45.959
0.523,-0.444,0.251,-47.974,110.779,-44.800
0.495,-0.444,0.192,-46.204,110.657,-40.405
0.431,-0.440,0.133,-46.021,109.436,-35.828
0.384,-0.448,0.056,-46.204,103.333,-35.156
0.362,-0.461,-0.017,-48.096,92.590,-36.560
0.355,-0.492,-0.027,-50.842,81.482,-35.889
0.359,-0.497,-0.005,-52.734,70.251,-32.776
0.383,-0.512,0.065,-52.185,59.082,-30.640
0.418,-0.525,0.148,-46.692,49.866,-29.602
0.442,-0.518,0.165,-39.307,41.931,-30.029
0.444,-0.517,0.148,-31.311,36.560,-30.823
0.415,-0.515,0.108,-26.184,33.142,-29.724
0.385,-0.511,0.051,-24.658,29.724,-27.039
0.371,-0.501,-0.010,-23.071,25.208,-23.132
0.384,-0.477,-0.070,-22.339,19.897,-18.616
0.406,-0.460,-0.076,-24.475,16.052,-12.390
0.427,-0.457,-0.047,-31.250,15.381,-5.127
0.461,-0.476,0.003,-39.001,16.357,1.038
0.510,-0.499,0.060,-41.321,16.052,5.554
0.532,-0.491,0.108,-35.217,12.756,6.348
0.575,-0.485,0.127,-26.489,10.193,3.662
0.602,-0.470,0.113,-20.813,9.399,2.441
0.630,-0.467,0.081,-18.066,10.803,1.953
0.656,-0.472,0.045,-15.381,11.108,1.221
0.684,-0.477,0.019,-13.245,10.254,1.343
0.718,-0.473,0.000,-12.390,10.132,2.625
0.748,-0.470,-0.003,-12.878,11.169,4.944
0.772,-0.460,-0.012,-14.648,12.878,7.385
0.780,-0.455,-0.002,-15.259,13.672,8.606
0.795,-0.455,-0.001,-14.160,12.634,8.057
0.821,-0.461,0.010,-10.254,10.254,5.859
0.835,-0.460,-0.005,-5.005,7.874,2.075
0.837,-0.451,-0.025,0.122,5.981,-1.526
0.832,-0.453,-0.044,2.319,5.737,-3.052
0.836,-0.448,-0.073,2.197,5.066,-4.028
0.846,-0.449,-0.065,3.662,3.784,-5.127
0.878,-0.455,-0.053,4.089,3.296,-5.920
0.884,-0.468,-0.047,3.052,4.089,-6.409
0.871,-0.487,-0.056,2.380,6.104,-6.409
0.851,-0.495,-0.079,3.174,6.836,-6.592
0.833,-0.490,-0.097,4.883,5.493,-6.714
0.842,-0.485,-0.111,6.653,2.747,-6.897
0.861,-0.484,-0.106,6.653,1.282,-5.676
0.865,-0.475,-0.098,4.333,2.136,-2.930
0.858,-0.484,-0.096,1.831,3.784,-0.854
0.859,-0.480,-0.104,1.831,4.395,0.366
0.872,-0.473,-0.115,3.235,4.028,0.366
0.869,-0.477,-0.120,2.991,3.784,0.305
0.859,-0.475,-0.130,1.160,4.272,1.038
0.851,-0.479,-0.134,0.244,3.540,1.465
0.839,-0.482,-0.138,-0.183,1.282,1.648
0.841,-0.486,-0.113,0.305,-1.648,1.831
0.873,-0.481,-0.087,2.380,-4.089,1.343
0.903,-0.472,-0.067,4.578,-4.395,1.160
0.898,-0.475,-0.062,3.052,-1.038,2.319
0.886,-0.477,-0.068,0.488,2.258,3.906
0.885,-0.474,-0.065,1.221,2.991,4.517
0.904,-0.467,-0.064,3.723,0.977,3.296
0.905,-0.456,-0.068,4.578,-1.160,1.953
0.893,-0.460,-0.077,2.686,-1.526,1.221
0.876,-0.467,-0.088,0.793,-1.465,1.160
0.863,-0.463,-0.103,1.038,-2.319,1.465
0.860,-0.458,-0.103,2.075,-3.906,1.282
0.882,-0.463,-0.086,2.563,-5.554,0.977
0.904,-0.457,-0.066,3.479,-5.493,1.221
0.901,-0.451,-0.061,4.456,-4.089,1.343
0.902,-0.453,-0.063,4.700,-2.747,0.916
0.896,-0.448,-0.069,5.432,-2.319,0.610
0.901,-0.441,-0.087,5.981,-1.587,0.244
0.891,-0.443,-0.085,5.676,-0.183,0.427
0.869,-0.452,-0.090,2.930,0.916,1.099
0.864,-0.454,-0.098,1.343,1.465,1.648
0.864,-0.452,-0.091,2.502,0.916,2.197
0.876,-0.448,-0.085,2.502,-0.122,2.258
0.884,-0.444,-0.073,1.892,-0.671,2.014
0.892,-0.450,-0.059,2.502,-0.122,2.014
0.890,-0.454,-0.063,2.014,0.977,2.075
0.871,-0.458,-0.074,1.648,1.953,2.197
0.855,-0.461,-0.082,2.747,1.648,2.197
0.851,-0.460,-0.084,4.028,0.244,1.343
0.857,-0.455,-0.085,5.310,-0.916,1.160
0.866,-0.452,-0.078,5.310,-0.549,1.709
0.865,-0.455,-0.068,3.540,0.854,2.930
0.865,-0.458,-0.065,2.014,2.258,4.211

1.952,0.397,0.468,13.000,-70.496,30.396
1.888,0.441,0.609,18.127,-86.487,9.155
1.932,0.463,0.530,27.832,-111.206,-23.560
2.147,0.465,0.483,45.166,-92.773,-41.382
2.020,0.507,0.445,38.086,-80.688,-51.514
2.108,0.507,0.417,20.874,-60.242,-58.411
2.096,0.502,0.444,10.925,-30.823,-59.265
2.115,0.493,0.453,-0.183,-1.343,-57.922
2.088,0.534,0.403,-12.451,25.757,-56.580
2.034,0.563,0.364,-19.836,46.875,-59.326
1.978,0.569,0.356,-25.757,63.171,-66.223
1.927,0.556,0.358,-32.532,71.472,-73.425
1.895,0.568,0.372,-36.560,72.205,-80.811
1.825,0.563,0.341,-38.696,64.819,-92.712
1.768,0.540,0.316,-38.208,58.594,-106.628
1.714,0.528,0.301,-37.842,56.030,-116.272
1.652,0.521,0.306,-41.992,53.528,-123.657
1.591,0.481,0.299,-47.974,55.054,-128.723
1.593,0.428,0.404,-54.321,65.674,-131.653
1.464,0.360,0.448,-61.646,68.848,-135.193
1.389,0.300,0.456,-65.491,76.782,-138.000
1.293,0.239,0.485,-64.819,86.182,-139.343
1.195,0.184,0.491,-64.514,89.966,-141.663
1.127,0.150,0.488,-61.646,92.651,-143.127
1.030,0.104,0.479,-58.655,92.346,-146.240
0.940,0.042,0.429,-56.641,88.257,-151.550
0.855,0.005,0.392,-52.246,82.153,-155.029
0.790,-0.038,0.369,-50.110,77.698,-156.372
0.719,-0.090,0.352,-51.208,75.134,-155.090
0.674,-0.149,0.391,-52.307,79.346,-148.926
0.640,-0.206,0.426,-54.199,88.318,-140.503
0.593,-0.257,0.435,-55.420,96.741,-132.751
0.549,-0.300,0.433,-53.345,102.844,-126.404
0.529,-0.313,0.381,-49.011,108.948,-119.324
0.492,-0.307,0.316,-46.631,114.624,-111.938
0.437,-0.329,0.243,-50.903,118.408,-106.079
0.391,-0.390,0.213,-59.814,119.690,-99.060
0.337,-0.428,0.194,-69.397,116.638,-90.210
0.316,-0.461,0.183,-74.951,108.459,-82.825
0.322,-0.478,0.198,-72.632,99.243,-77.454
0.368,-0.493,0.250,-62.378,93.079,-73.486
0.375,-0.506,0.264,-51.697,85.938,-73.242
0.375,-0.544,0.226,-42.725,81.604,-72.510
0.335,-0.559,0.169,-34.424,79.346,-68.970
0.295,-0.568,0.106,-31.372,75.134,-63.843
0.283,-0.567,0.066,-31.006,68.115,-58.289
0.287,-0.568,0.054,-31.616,56.580,-53.711
0.313,-0.581,0.070,-32.104,42.786,-51.147
0.321,-0.591,0.085,-30.151,29.236,-49.011
0.345,-0.591,0.094,-26.245,16.785,-47.607
0.376,-0.613,0.118,-22.217,9.583,-46.082
0.398,-0.621,0.133,-17.517,8.423,-41.016
0.399,-0.623,0.120,-14.465,10.925,-34.546
0.407,-0.618,0.094,-13.672,16.663,-26.245
0.428,-0.613,0.074,-13.794,22.949,-16.785
0.462,-0.610,0.061,-15.015,25.330,-9.277
0.506,-0.602,0.062,-17.578,23.132,-4.211
0.535,-0.590,0.072,-18.677,18.188,-1.343
0.556,-0.582,0.084,-17.944,13.245,0.977
0.584,-0.575,0.078,-15.930,9.827,2.747
0.615,-0.570,0.065,-12.939,8.057,4.456
0.636,-0.564,0.057,-10.681,7.751,7.263
0.660,-0.547,0.051,-9.094,8.301,10.437
0.694,-0.527,0.045,-6.653,8.423,12.695
0.733,-0.511,0.042,-3.967,8.789,14.343
0.760,-0.494,0.039,-2.441,9.888,15.564
0.789,-0.493,0.021,-1.465,10.559,15.869
0.809,-0.497,0.010,0.610,11.292,15.442
0.817,-0.498,-0.010,2.991,11.902,14.893
0.820,-0.493,-0.038,4.944,11.414,13.489
0.817,-0.488,-0.061,6.409,11.108,12.207
0.814,-0.486,-0.080,6.775,10.132,11.353
0.836,-0.474,-0.091,6.287,8.362,10.376
0.865,-0.485,-0.069,6.409,7.690,9.521
0.880,-0.495,-0.065,5.554,9.644,10.193
0.875,-0.496,-0.084,4.456,12.695,11.536
0.864,-0.492,-0.116,5.310,13.977,11.658
0.857,-0.489,-0.147,6.958,12.207,10.254
0.865,-0.468,-0.164,8.179,8.301,8.240
0.873,-0.455,-0.172,8.545,4.028,5.310
0.868,-0.458,-0.168,6.958,1.465,3.723
0.851,-0.461,-0.181,4.272,0.122,3.052
0.858,-0.463,-0.183,2.502,-1.282,3.174
0.872,-0.469,-0.160,0.671,-3.052,4.028
0.906,-0.471,-0.112,-2.075,-3.662,5.066
0.936,-0.469,-0.064,-2.930,-2.808,5.188
0.939,-0.467,-0.040,-1.770,-0.610,4.150
0.925,-0.478,-0.049,0.122,1.404,2.380
0.908,-0.484,-0.074,1.831,2.014,1.038
0.912,-0.477,-0.091,3.479,1.343,-0.122
0.922,-0.470,-0.085,4.395,1.221,-0.793
0.901,-0.459,-0.077,3.662,2.258,-1.221
0.869,-0.465,-0.087,2.563,3.357,-1.953
0.839,-0.484,-0.094,2.625,3.357,-2.808
0.822,-0.494,-0.093,3.479,1.038,-3.052
0.827,-0.489,-0.093,5.310,-2.258,-3.174
0.825,-0.486,-0.083,6.836,-5.005,-3.662
0.826,-0.487,-0.078,6.409,-6.287,-3.418
0.835,-0.489,-0.075,4.822,-6.226,-2.502
0.839,-0.491,-0.056,4.211,-4.578,-1.343
0.838,-0.493,-0.048,4.150,-2.380,-0.488
0.828,-0.489,-0.065,4.395,-1.282,0.244
0.828,-0.479,-0.078,5.920,-1.038,0.977
0.845,-0.472,-0.079,6.287,-1.709,1.526
0.864,-0.459,-0.069,5.371,-1.038,2.502
0.879,-0.450,-0.074,4.578,0.122,2.930
0.870,-0.455,-0.077,4.456,1.465,2.563
0.851,-0.468,-0.086,4.089,1.465,2.014
0.834,-0.478,-0.110,3.113,-0.061,1.465
0.819,-0.481,-0.125,4.333,-2.808,1.282
0.829,-0.469,-0.134,5.310,-5.249,1.709
0.867,-0.459,-0.110,4.639,-6.592,2.991
0.887,-0.447,-0.091,2.014,-4.883,4.883
0.882,-0.448,-0.087,-0.732,-0.732,6.714
0.877,-0.449,-0.091,-1.709,1.465,7.446
0.890,-0.450,-0.084,-0.549,1.831,7.385
0.910,-0.444,-0.080,0.427,1.648,6.226
0.916,-0.442,-0.071,1.160,1.526,4.456
0.903,-0.447,-0.071,1.526,2.380,3.296

2.145,0.476,0.682,11.475,-91.187,-22.522
2.103,0.408,0.648,15.808,-110.168,-49.622
2.324,0.447,0.702,34.485,-91.919,-64.636
2.265,0.528,0.651,34.363,-73.853,-75.989
2.254,0.487,0.667,25.879,-50.842,-89.050
2.167,0.457,0.673,14.709,-21.729,-96.069
2.060,0.427,0.665,2.502,5.066,-98.511
1.924,0.373,0.668,-7.996,27.954,-99.731
1.824,0.339,0.650,-14.954,44.128,-102.112
1.721,0.345,0.619,-15.991,50.537,-108.643
1.644,0.334,0.590,-15.015,50.842,-118.408
1.541,0.322,0.568,-17.029,54.993,-124.573
1.466,0.313,0.544,-23.804,63.354,-127.319
1.408,0.281,0.584,-33.752,72.266,-127.380
1.371,0.256,0.583,-44.739,82.153,-124.634
1.401,0.248,0.664,-52.368,94.543,-122.559
1.355,0.199,0.723,-54.932,96.008,-126.587
1.310,0.168,0.729,-52.124,101.318,-130.493
1.241,0.122,0.681,-47.729,107.666,-134.644
1.158,0.090,0.607,-43.518,112.732,-137.878
1.091,0.054,0.539,-40.955,117.493,-139.648
1.015,0.009,0.496,-43.152,122.803,-138.306
0.928,-0.043,0.458,-49.377,125.732,-135.803
0.848,-0.113,0.454,-53.467,125.610,-132.874
0.783,-0.170,0.484,-54.016,123.901,-129.395
0.742,-0.224,0.516,-51.392,121.887,-126.709
0.713,-0.261,0.516,-43.030,119.812,-125.549
0.654,-0.290,0.456,-31.677,117.188,-126.587
0.594,-0.324,0.353,-22.827,117.126,-126.892
0.518,-0.353,0.252,-21.240,119.507,-122.986
0.472,-0.370,0.154,-27.588,123.718,-114.380
0.477,-0.376,0.120,-38.269,127.747,-103.271
0.481,-0.400,0.157,-51.758,130.371,-91.003
0.491,-0.440,0.250,-65.186,132.263,-79.346
0.498,-0.482,0.311,-70.129,129.517,-72.815
0.479,-0.528,0.323,-61.279,123.718,-72.327
0.461,-0.570,0.316,-46.753,119.385,-72.815
0.412,-0.569,0.230,-37.964,114.502,-70.313
0.370,-0.546,0.133,-34.790,110.596,-65.491
0.341,-0.536,0.062,-34.485,107.788,-60.242
0.310,-0.544,0.025,-40.222,104.187,-54.749
0.307,-0.575,0.006,-50.049,98.145,-48.889
0.310,-0.619,0.041,-57.373,88.501,-42.542
0.323,-0.643,0.115,-55.969,75.928,-37.476
0.352,-0.649,0.143,-46.387,60.547,-37.598
0.390,-0.649,0.162,-32.898,47.424,-39.856
0.394,-0.648,0.159,-20.996,38.574,-40.100
0.392,-0.621,0.118,-14.160,33.447,-38.391
0.377,-0.597,0.062,-9.888,29.724,-35.645
0.391,-0.599,0.014,-9.583,28.259,-32.288
0.406,-0.603,-0.011,-13.550,28.992,-25.574
0.437,-0.617,-0.018,-20.020,31.006,-17.334
0.472,-0.628,-0.006,-24.658,31.555,-9.338
0.507,-0.621,0.013,-25.330,30.457,-3.479
0.528,-0.602,0.023,-23.560,27.649,-0.183
0.555,-0.593,0.015,-20.569,23.376,0.793
0.578,-0.599,0.006,-16.541,19.836,0.183
0.599,-0.605,-0.007,-11.963,17.822,0.610
0.634,-0.593,-0.054,-9.216,16.418,2.075
0.664,-0.568,-0.073,-7.568,16.174,4.211
0.698,-0.552,-0.059,-7.874,17.578,5.981
0.732,-0.547,-0.060,-9.705,19.653,7.080
0.740,-0.546,-0.061,-10.742,21.973,7.690
0.729,-0.547,-0.062,-9.644,22.339,8.118
0.721,-0.545,-0.074,-8.301,20.203,7.568
0.716,-0.538,-0.085,-5.676,16.602,6.592
0.733,-0.532,-0.081,-2.808,12.817,5.798
0.756,-0.530,-0.080,-1.404,10.376,5.066
0.749,-0.518,-0.095,-1.160,8.972,4.578
0.751,-0.501,-0.108,-0.244,7.690,3.723
0.739,-0.503,-0.111,-0.549,6.897,2.502
0.753,-0.495,-0.104,-0.488,5.798,2.380
0.772,-0.502,-0.097,-0.183,3.784,1.038
0.771,-0.513,-0.093,0.916,2.197,0.122
0.765,-0.518,-0.112,2.686,0.000,-0.610
0.771,-0.512,-0.121,4.761,-3.174,-1.343
0.792,-0.508,-0.114,6.409,-4.883,-1.465
0.800,-0.506,-0.108,5.371,-3.967,0.061
0.786,-0.511,-0.113,3.174,-2.197,1.892
0.766,-0.515,-0.124,2.380,-0.916,3.418
0.768,-0.519,-0.147,2.808,-1.099,4.883
0.795,-0.520,-0.152,2.869,-1.648,7.263
0.829,-0.512,-0.121,0.732,-1.709,10.620
0.866,-0.505,-0.079,-1.831,-0.549,13.489
0.872,-0.489,-0.063,-2.930,0.366,14.587
0.880,-0.492,-0.063,-1.526,0.488,12.451
0.862,-0.489,-0.075,1.099,-0.122,9.949
0.851,-0.482,-0.090,2.563,-1.282,7.751
0.873,-0.481,-0.087,4.517,-2.747,5.676
0.887,-0.475,-0.088,5.798,-3.113,4.089
0.889,-0.481,-0.090,5.005,-1.465,3.967
0.875,-0.486,-0.098,3.540,0.122,4.700
0.869,-0.488,-0.108,3.296,0.122,4.700
0.874,-0.493,-0.113,4.517,-1.160,4.089
0.882,-0.487,-0.117,5.432,-2.869,3.723
0.903,-0.477,-0.108,5.798,-2.930,3.723
0.918,-0.473,-0.096,5.127,-0.671,4.028
0.905,-0.470,-0.102,2.869,2.869,5.371
0.891,-0.469,-0.114,1.465,5.493,6.042
0.879,-0.472,-0.126,1.770,5.615,5.737
0.886,-0.471,-0.132,1.648,5.127,5.676
0.880,-0.472,-0.125,1.343,3.723,5.066
0.869,-0.471,-0.128,1.587,1.526,3.662
0.856,-0.469,-0.121,3.174,-0.916,1.038
0.850,-0.475,-0.120,4.639,-2.869,-1.282
0.848,-0.482,-0.121,4.822,-2.686,-2.014
0.841,-0.485,-0.130,4.150,-2.625,-1.892
0.846,-0.482,-0.127,4.333,-2.808,-1.648
0.851,-0.483,-0.117,4.395,-2.869,-1.526
0.843,-0.488,-0.116,3.479,-2.258,-0.854
0.837,-0.488,-0.121,2.808,-1.953,-0.183
0.837,-0.490,-0.120,3.052,-2.625,0.122
0.834,-0.490,-0.120,2.747,-3.418,0.244
0.831,-0.489,-0.123,2.441,-4.028,0.366
0.832,-0.489,-0.116,3.235,-5.066,0.305
0.843,-0.485,-0.108,4.150,-5.188,0.671
0.840,-0.476,-0.112,3.784,-3.723,1.465
0.835,-0.479,-0.115,2.563,-2.380,2.441
0.841,-0.480,-0.116,1.831,-1.526,3.479

1.714,0.351,0.551,5.737,-81.665,21.606
1.793,0.362,0.564,1.709,-77.759,11.353
1.997,0.286,0.769,-1.953,-71.045,1.160
1.860,0.297,0.702,-4.150,-85.144,-21.118
1.921,0.301,0.683,15.076,-86.548,-42.053
1.888,0.353,0.589,29.968,-69.214,-52.002
1.889,0.348,0.519,23.743,-52.673,-59.143
1.865,0.340,0.508,9.399,-27.466,-59.082
1.802,0.344,0.496,-4.700,-3.418,-56.335
1.770,0.337,0.490,-14.832,15.442,-57.739
1.724,0.344,0.478,-20.508,29.968,-61.401
